,ITEM_CODE,Retailer Item Code,Description,BI_LIG_FLAG,BIR_BY_VISIT,BIR_BY_SALES,BIR_BY_REG_PRICE,BI_APPEAR_NOS,BI_APPEAR_PER,A1_ITEM_CODE,A1_RET_ITEM_CODE,A1 Item Description,A1_LIG_FLAG,A1R_BY_VISIT,A1R_BY_SALES,A1R_BY_REG_PRICE,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A2_ITEM_CODE,A2_RET_ITEM_CODE,A2_ITEM_DESC,A2_LIG_FLAG,A2R_BY_VISIT,A2R_BY_SALES,A2R_BY_REG_PRICE,A2_APPEAR_NOS,A2_APPEAR_PER,A3_ITEM_CODE,A3_RET_ITEM_CODE,A3_ITEM_DESC,A3_LIG_FLAG,A3R_BY_VISIT,A3R_BY_SALES,A3R_BY_REG_PRICE,A3_APPEAR_NOS,A3_APPEAR_PER,A4_ITEM_CODE,A4_RET_ITEM_CODE,A4_ITEM_DESC,A4_LIG_FLAG,A4R_BY_VISIT,A4R_BY_SALES,A4R_BY_REG_PRICE,A4_APPEAR_NOS,A4_APPEAR_PER,A5_ITEM_CODE,A5_RET_ITEM_CODE,A5_ITEM_DESC,A5_LIG_FLAG,A5R_BY_VISIT,A5R_BY_SALES,A5R_BY_REG_PRICE,A5_APPEAR_NOS,A5_APPEAR_PER
525,16346,8922853,LOL BUTTER TUBS(119892),1,206,244,751,101510,0.323012998,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,10852,10.69,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,1590,1.566348143,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,212,0.208846419,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,30,0.029553739,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,6,0.005910748
526,16346,8922853,LOL BUTTER TUBS(119892),1,206,244,751,101510,0.323012998,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,8951,8.82,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1590,1.566348143,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,212,0.208846419,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,30,0.029553739,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,6,0.005910748
527,16346,8922853,LOL BUTTER TUBS(119892),1,206,244,751,101510,0.323012998,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,6633,6.53,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,965,0.950645257,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,192,0.189143927,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,30,0.029553739,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,6,0.005910748
528,16346,8922853,LOL BUTTER TUBS(119892),1,206,244,751,101510,0.323012998,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,5589,5.51,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,698,0.687616984,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,123,0.121170328,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,24,0.023642991,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,6,0.005910748
529,16353,8921883,KELLERS BUTTER(306444),1,988,858,68,1009,0.003210719,12306,8924494,LAND O LAKES BUTTER QUARTERS(4801),1,22,6,63,153,15.16,12408,8920214,REDDI WIP CREAM 7 OZ.(8426),1,35,38,616,31,3.07234886,123215,4828000,KR PHILA CRM CHS BRICK,0,32,29,613,8,0.792864222,12373,8925399,PILLS CRESCENT ROLLS(10334),1,62,55,866,3,0.297324083,24923,8924946,FAIRLIFE MILK 52 OZ(263852),1,43,24,363,1,0.099108028
530,16353,8921883,KELLERS BUTTER(306444),1,988,858,68,1009,0.003210719,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,117,11.60,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,20,1.982160555,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,6,0.594648167,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,3,0.297324083,156521,325996000,B&L FRENCH ONION DIP,0,236,320,892,1,0.099108028
531,16353,8921883,KELLERS BUTTER(306444),1,988,858,68,1009,0.003210719,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,113,11.20,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,20,1.982160555,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,6,0.594648167,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,3,0.297324083,24812,8945782,DANIMALS SQUEEZABLE & POUCH(279226),1,402,314,300,1,0.099108028
532,16353,8921883,KELLERS BUTTER(306444),1,988,858,68,1009,0.003210719,12408,8920214,REDDI WIP CREAM 7 OZ.(8426),1,35,38,616,88,8.72,12306,8924494,LAND O LAKES BUTTER QUARTERS(4801),1,22,6,63,31,3.07234886,123215,4828000,KR PHILA CRM CHS BRICK,0,32,29,613,8,0.792864222,12373,8925399,PILLS CRESCENT ROLLS(10334),1,62,55,866,3,0.297324083,39113,8945734,STONYFIELD SMOOTHIE 12PK - BM(355044),1,656,525,34,1,0.099108028
533,16389,8925377,FRIGO CHEESE HEADS(116760),1,259,135,22,78193,0.248816425,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,8891,11.37,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,1140,1.457931017,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,207,0.264729579,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,40,0.051155474,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,8,0.010231095
534,16389,8925377,FRIGO CHEESE HEADS(116760),1,259,135,22,78193,0.248816425,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,7836,10.02,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,1141,1.459209904,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,207,0.264729579,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,40,0.051155474,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,8,0.010231095
535,16389,8925377,FRIGO CHEESE HEADS(116760),1,259,135,22,78193,0.248816425,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,6878,8.80,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,1141,1.459209904,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,207,0.264729579,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,40,0.051155474,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,8,0.010231095
536,16389,8925377,FRIGO CHEESE HEADS(116760),1,259,135,22,78193,0.248816425,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,5235,6.69,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,915,1.170181474,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,167,0.213574105,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,26,0.033251058,40176,8922928,BM COTTABM CHEESE 24OZ(6680),1,23,40,881,5,0.006394434
537,16448,9002578,INT DEL 32OZ CREAMER(12022),1,29,23,290,553559,1.761469332,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,43036,7.77,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,4659,0.841644703,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,731,0.132054578,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,117,0.021135958,12466,8923343,BM 8OZ CHUNK CHEESE(8320),1,13,20,1095,19,0.003432335
538,16448,9002578,INT DEL 32OZ CREAMER(12022),1,29,23,290,553559,1.761469332,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,37227,6.73,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,3457,0.624504344,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,425,0.076775917,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,86,0.015535833,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,17,0.003071037
539,16448,9002578,INT DEL 32OZ CREAMER(12022),1,29,23,290,553559,1.761469332,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,34502,6.23,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,4363,0.788172534,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,647,0.116880044,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,117,0.021135958,12466,8923343,BM 8OZ CHUNK CHEESE(8320),1,13,20,1095,19,0.003432335
540,16448,9002578,INT DEL 32OZ CREAMER(12022),1,29,23,290,553559,1.761469332,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,28527,5.15,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,4659,0.841644703,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,731,0.132054578,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,117,0.021135958,12466,8923343,BM 8OZ CHUNK CHEESE(8320),1,13,20,1095,19,0.003432335
541,16500,8922518,BEST MARKETS 16OZ COT CHEESE(29852),1,72,131,995,317160,1.00922867,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,31062,9.79,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,3846,1.212637155,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,623,0.196430824,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,89,0.028061546,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,12,0.003783579
542,16500,8922518,BEST MARKETS 16OZ COT CHEESE(29852),1,72,131,995,317160,1.00922867,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,24425,7.70,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,3846,1.212637155,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,623,0.196430824,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,89,0.028061546,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,12,0.003783579
543,16500,8922518,BEST MARKETS 16OZ COT CHEESE(29852),1,72,131,995,317160,1.00922867,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,21931,6.91,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,3575,1.127191323,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,623,0.196430824,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,89,0.028061546,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,12,0.003783579
544,16500,8922518,BEST MARKETS 16OZ COT CHEESE(29852),1,72,131,995,317160,1.00922867,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,21428,6.76,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,2529,0.79738933,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,440,0.13873124,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,89,0.028061546,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,12,0.003783579
545,165635,1201607212,DAIRY PURE DCF HVY CRM 36% ESL,0,739,616,26,4820,0.015337628,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,562,11.66,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,85,1.763485477,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,19,0.394190871,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,5,0.10373444,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,3,0.062240664
546,165635,1201607212,DAIRY PURE DCF HVY CRM 36% ESL,0,739,616,26,4820,0.015337628,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,508,10.54,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,85,1.763485477,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,19,0.394190871,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,5,0.10373444,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,3,0.062240664
547,165635,1201607212,DAIRY PURE DCF HVY CRM 36% ESL,0,739,616,26,4820,0.015337628,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,346,7.18,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,65,1.348547718,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,14,0.290456432,122970,586250162,BM SOUR CREAM,0,234,331,988,3,0.062240664,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,2,0.041493776
548,165635,1201607212,DAIRY PURE DCF HVY CRM 36% ESL,0,739,616,26,4820,0.015337628,24392,8920505,KRAFT SHREDDED CHEESE 8 OZ.(6332),1,9,5,362,281,5.83,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,30,0.622406639,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,5,0.10373444,123215,4828000,KR PHILA CRM CHS BRICK,0,32,29,613,3,0.062240664,36752,8942575,DAISY SQUEEZE SOUR CREAM(336081),1,92,121,770,1,0.020746888
549,165900,1201556449,BRUNTON DAIRY 2% MILK,0,807,733,346,3155,0.010039464,44718,1201556450,BRUNTON DAIRY CHOC CREME,0,628,537,129,335,10.62,280390,1201556456,BOTTLE/DEPOSIT FEE,0,872,904,987,29,0.919175911,39122,9002541,CHOBANI W/ ALMOND BUTTER - BM(355023),1,224,322,1018,5,0.158478605,26231,8942233,COFFEEMATE NATURAL BLISS 32 OZ(296625),1,144,83,121,3,0.095087163,727354,1202159678,KERRYGOLD SOFTER BUTTER TUB,0,465,375,212,1,0.031695721
550,165900,1201556449,BRUNTON DAIRY 2% MILK,0,807,733,346,3155,0.010039464,280390,1201556456,BOTTLE/DEPOSIT FEE,0,872,904,987,252,7.99,44718,1201556450,BRUNTON DAIRY CHOC CREME,0,628,537,129,29,0.919175911,39122,9002541,CHOBANI W/ ALMOND BUTTER - BM(355023),1,224,322,1018,5,0.158478605,26231,8942233,COFFEEMATE NATURAL BLISS 32 OZ(296625),1,144,83,121,3,0.095087163,69763,555152791,EGG BEST CAGE FREE LG BRN,0,130,106,424,1,0.031695721
551,165900,1201556449,BRUNTON DAIRY 2% MILK,0,807,733,346,3155,0.010039464,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,185,5.86,280390,1201556456,BOTTLE/DEPOSIT FEE,0,872,904,987,21,0.665610143,12791,8923739,SIMPLY ORANBM JUICE(7159),1,26,15,283,5,0.158478605,15931,8925405,LOL HALF AND HALF 16OZ(2732),1,175,268,994,2,0.063391442,27107,8998668,YOPLAIT OUI FRENCH STYLE YOG(308503),1,45,91,1156,1,0.031695721
552,165900,1201556449,BRUNTON DAIRY 2% MILK,0,807,733,346,3155,0.010039464,390725,1201556451,BRUNTON DAIRY CHOCOLATE CREME,0,546,531,842,160,5.07,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,13,0.412044374,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,2,0.063391442,21696,8926827,LOL HALF STICK BUTTER 8/2 OZ(222176),1,52,22,74,1,0.031695721,200526,1200080612,NB ORGANIC CAGE FR LG BRN,0,151,108,292,1,0.031695721
553,16608,8942072,PILLS IN/OUT COOKIES(43936),1,192,217,634,111322,0.354235572,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,9168,8.24,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,1009,0.906379691,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,156,0.140134026,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,31,0.027847146,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,7,0.006288065
554,16608,8942072,PILLS IN/OUT COOKIES(43936),1,192,217,634,111322,0.354235572,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,6440,5.79,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1009,0.906379691,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,156,0.140134026,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,31,0.027847146,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,7,0.006288065
555,16608,8942072,PILLS IN/OUT COOKIES(43936),1,192,217,634,111322,0.354235572,17527,8923531,NESTLE COOKIES(162691),1,103,104,1331,5850,5.26,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,639,0.574010528,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,78,0.070067013,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,16,0.014372721,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,3,0.002694885
556,16608,8942072,PILLS IN/OUT COOKIES(43936),1,192,217,634,111322,0.354235572,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,5068,4.55,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,945,0.848888809,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,139,0.12486301,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,31,0.027847146,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,7,0.006288065
557,16610,8926464,KOZY SHACK 4 PKS(217992),1,477,442,466,24938,0.079354725,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,2353,9.44,22158,8922172,JELLO ORIGINAL & SUGARFREE BML(228951),1,65,72,789,397,1.591948031,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,36,0.144358008,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,9,0.036089502,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,3,0.012029834
558,16610,8926464,KOZY SHACK 4 PKS(217992),1,477,442,466,24938,0.079354725,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1588,6.37,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,184,0.737829818,40176,8922928,BM COTTABM CHEESE 24OZ(6680),1,23,40,881,34,0.136338119,26084,8932922,DANNON LIGHT & FIT 4PK(293681),1,50,80,831,14,0.056139225,31339,801450843,BM SKIM PLASTIC 12301,0,30,63,1091,13,0.052129281
559,16610,8926464,KOZY SHACK 4 PKS(217992),1,477,442,466,24938,0.079354725,22158,8922172,JELLO ORIGINAL & SUGARFREE BML(228951),1,65,72,789,1472,5.90,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,397,1.591948031,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,36,0.144358008,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,9,0.036089502,40176,8922928,BM COTTABM CHEESE 24OZ(6680),1,23,40,881,3,0.012029834
560,16610,8926464,KOZY SHACK 4 PKS(217992),1,477,442,466,24938,0.079354725,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,1341,5.38,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,170,0.681690593,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,27,0.108268506,22158,8922172,JELLO ORIGINAL & SUGARFREE BML(228951),1,65,72,789,9,0.036089502,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,3,0.012029834
561,16622,8928621,LACTAID 96OZ(41786),1,137,61,69,158668,0.504894358,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,9134,5.76,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,1018,0.641591247,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,169,0.10651171,13489,8924761,BM SOUR CREAM(161380),1,61,159,1190,23,0.014495677,15753,886766192,BM 1% PLASTIC 13882,0,34,26,799,11,0.006932715
562,16622,8928621,LACTAID 96OZ(41786),1,137,61,69,158668,0.504894358,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,8851,5.58,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,1057,0.666170873,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,169,0.10651171,13489,8924761,BM SOUR CREAM(161380),1,61,159,1190,23,0.014495677,15753,886766192,BM 1% PLASTIC 13882,0,34,26,799,11,0.006932715
563,16622,8928621,LACTAID 96OZ(41786),1,137,61,69,158668,0.504894358,13557,8943243,LACTAID 100(10414),1,59,34,341,7478,4.71,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,536,0.337812287,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,60,0.037814808,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,10,0.006302468,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,3,0.00189074
564,16622,8928621,LACTAID 96OZ(41786),1,137,61,69,158668,0.504894358,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,7470,4.71,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,1057,0.666170873,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,169,0.10651171,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,23,0.014495677,15753,886766192,BM 1% PLASTIC 13882,0,34,26,799,7,0.004411728
565,166679,853873389,RITCHEY'S SKIM NONFAT MILK GAL,0,835,777,456,2704,0.008604346,14832,8923294,RITCHEYS GALLON TEAS(257006),1,490,481,625,245,9.06,463214,457767465,RITCHEY'S LOWFAT CHOC MILK,0,762,673,153,38,1.405325444,26765,8946090,YOPL ORIGINAL 8CT(306365),1,202,144,181,11,0.406804734,13377,8926201,BM SHRED CHEESE 32 OZ(163494),1,27,9,65,3,0.110946746,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,2,0.073964497
566,166679,853873389,RITCHEY'S SKIM NONFAT MILK GAL,0,835,777,456,2704,0.008604346,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,174,6.43,14832,8923294,RITCHEYS GALLON TEAS(257006),1,490,481,625,36,1.331360947,463214,457767465,RITCHEY'S LOWFAT CHOC MILK,0,762,673,153,7,0.25887574,26765,8946090,YOPL ORIGINAL 8CT(306365),1,202,144,181,3,0.110946746,13377,8926201,BM SHRED CHEESE 32 OZ(163494),1,27,9,65,1,0.036982249
567,166679,853873389,RITCHEY'S SKIM NONFAT MILK GAL,0,835,777,456,2704,0.008604346,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,139,5.14,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,17,0.628698225,14832,8923294,RITCHEYS GALLON TEAS(257006),1,490,481,625,5,0.184911243,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,2,0.073964497,15341,8931255,RITCHEY'S ICED TEA 64 OZ(171288),1,687,729,1053,1,0.036982249
568,166679,853873389,RITCHEY'S SKIM NONFAT MILK GAL,0,835,777,456,2704,0.008604346,463214,457767465,RITCHEY'S LOWFAT CHOC MILK,0,762,673,153,133,4.92,14832,8923294,RITCHEYS GALLON TEAS(257006),1,490,481,625,38,1.405325444,26765,8946090,YOPL ORIGINAL 8CT(306365),1,202,144,181,11,0.406804734,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,3,0.110946746,13377,8926201,BM SHRED CHEESE 32 OZ(163494),1,27,9,65,2,0.073964497
569,16744,8938012,UNITED COTTABM CHEESE 24 OZ(171776),1,513,505,166,19873,0.063237487,266363,888272205,U.D. 2% PLASTIC GALLON 305,0,98,71,653,1361,6.85,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,108,0.543450913,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,15,0.075479294,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,5,0.025159765,39614,8920766,BM HALF & HALF 32 OZ(361063),1,28,49,907,2,0.010063906
570,16744,8938012,UNITED COTTABM CHEESE 24 OZ(171776),1,513,505,166,19873,0.063237487,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1223,6.15,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,149,0.749760982,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,27,0.135862728,17670,8924250,DANNON ACTIVIA YOGURT(131345),1,101,100,568,7,0.03522367,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,5,0.025159765
571,16744,8938012,UNITED COTTABM CHEESE 24 OZ(171776),1,513,505,166,19873,0.063237487,196605,452656000,UD LITE TIME 2% LOW FAT 308,0,94,153,998,1161,5.84,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,102,0.513259196,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,10,0.050319529,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,1,0.005031953,26765,8946090,YOPL ORIGINAL 8CT(306365),1,202,144,181,1,0.005031953
572,16744,8938012,UNITED COTTABM CHEESE 24 OZ(171776),1,513,505,166,19873,0.063237487,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,1101,5.54,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,149,0.749760982,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,27,0.135862728,227814,465952000,UD HOMO PLASTIC 208,0,146,228,1002,7,0.03522367,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,5,0.025159765
573,16759,8927004,DAISY SOUR CREAM(43876),1,33,62,930,512346,1.630326246,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,87331,17.05,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,9666,1.886615685,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,1397,0.272667299,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,229,0.044696358,123215,4828000,KR PHILA CRM CHS BRICK,0,32,29,613,38,0.007416863
574,16759,8927004,DAISY SOUR CREAM(43876),1,33,62,930,512346,1.630326246,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,42786,8.35,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,9666,1.886615685,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,1397,0.272667299,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,229,0.044696358,123215,4828000,KR PHILA CRM CHS BRICK,0,32,29,613,38,0.007416863
