,ITEM_CODE,Retailer Item Code,Description,BI_LIG_FLAG,BIR_BY_VISIT,BIR_BY_SALES,BIR_BY_REG_PRICE,BI_APPEAR_NOS,BI_APPEAR_PER,A1_ITEM_CODE,A1_RET_ITEM_CODE,A1 Item Description,A1_LIG_FLAG,A1R_BY_VISIT,A1R_BY_SALES,A1R_BY_REG_PRICE,Visits(Base Item and A1 Purchased)#,Visits(Base Item and A1 Purchased)%,A2_ITEM_CODE,A2_RET_ITEM_CODE,A2_ITEM_DESC,A2_LIG_FLAG,A2R_BY_VISIT,A2R_BY_SALES,A2R_BY_REG_PRICE,A2_APPEAR_NOS,A2_APPEAR_PER,A3_ITEM_CODE,A3_RET_ITEM_CODE,A3_ITEM_DESC,A3_LIG_FLAG,A3R_BY_VISIT,A3R_BY_SALES,A3R_BY_REG_PRICE,A3_APPEAR_NOS,A3_APPEAR_PER,A4_ITEM_CODE,A4_RET_ITEM_CODE,A4_ITEM_DESC,A4_LIG_FLAG,A4R_BY_VISIT,A4R_BY_SALES,A4R_BY_REG_PRICE,A4_APPEAR_NOS,A4_APPEAR_PER,A5_ITEM_CODE,A5_RET_ITEM_CODE,A5_ITEM_DESC,A5_LIG_FLAG,A5R_BY_VISIT,A5R_BY_SALES,A5R_BY_REG_PRICE,A5_APPEAR_NOS,A5_APPEAR_PER
1,100704,2404000,PARKAY QTRS,0,329,348,925,50327,0.160144568,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,4776,9.49,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,629,1.249826137,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,93,0.184791464,12306,8924494,LAND O LAKES BUTTER QUARTERS(4801),1,22,6,63,10,0.01987005,123215,4828000,KR PHILA CRM CHS BRICK,0,32,29,613,2,0.00397401
2,100704,2404000,PARKAY QTRS,0,329,348,925,50327,0.160144568,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,4500,8.94,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,629,1.249826137,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,93,0.184791464,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,10,0.01987005,16759,8927004,DAISY SOUR CREAM(43876),1,33,62,930,3,0.005961015
3,100704,2404000,PARKAY QTRS,0,329,348,925,50327,0.160144568,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,3867,7.68,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,558,1.108748783,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,86,0.170882429,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,14,0.02781807,17174,8929615,DAISY SOUR CREAM 24Z(137320),1,128,148,512,3,0.005961015
4,100704,2404000,PARKAY QTRS,0,329,348,925,50327,0.160144568,104799,1200505516,PARKAY WHIP SPRD SLVE 2/6.7Z,0,413,460,796,3705,7.36,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,368,0.731217835,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,54,0.107298269,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,9,0.017883045,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,2,0.00397401
5,101881,391377692,B&L PORT WINE CHEESE CUP,0,563,509,336,16153,0.051400147,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1392,8.62,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,170,1.05243608,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,36,0.222868817,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,8,0.049526404,12374,8922091,PILLS BIS  13.68(2548),1,157,146,749,2,0.012381601
6,101881,391377692,B&L PORT WINE CHEESE CUP,0,563,509,336,16153,0.051400147,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,1194,7.39,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,170,1.05243608,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,36,0.222868817,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,8,0.049526404,12374,8922091,PILLS BIS  13.68(2548),1,157,146,749,2,0.012381601
7,101881,391377692,B&L PORT WINE CHEESE CUP,0,563,509,336,16153,0.051400147,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,993,6.15,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,158,0.978146474,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,36,0.222868817,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,8,0.049526404,16759,8927004,DAISY SOUR CREAM(43876),1,33,62,930,2,0.012381601
8,101881,391377692,B&L PORT WINE CHEESE CUP,0,563,509,336,16153,0.051400147,12404,8922378,HELUVA GOOD DIP 12 OZ(4246),1,19,35,1326,926,5.73,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,102,0.631461648,40252,9000337,TROP 52 OZ CARAFE(211030),1,11,7,477,18,0.111434408,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,5,0.030954002,13377,8926201,BM SHRED CHEESE 32 OZ(163494),1,27,9,65,2,0.012381601
9,104799,1200505516,PARKAY WHIP SPRD SLVE 2/6.7Z,0,413,460,796,34401,0.109466753,100704,2404000,PARKAY QTRS,0,329,348,925,3705,10.77,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,368,1.069736345,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,54,0.156972181,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,9,0.02616203,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,2,0.005813784
10,104799,1200505516,PARKAY WHIP SPRD SLVE 2/6.7Z,0,413,460,796,34401,0.109466753,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,3363,9.78,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,498,1.447632336,100704,2404000,PARKAY QTRS,0,329,348,925,54,0.156972181,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,9,0.02616203,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,2,0.005813784
11,104799,1200505516,PARKAY WHIP SPRD SLVE 2/6.7Z,0,413,460,796,34401,0.109466753,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,2977,8.65,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,498,1.447632336,100704,2404000,PARKAY QTRS,0,329,348,925,54,0.156972181,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,9,0.02616203,22144,8936200,JELLO PUDDING 4PKS(228731),1,46,51,759,2,0.005813784
12,104799,1200505516,PARKAY WHIP SPRD SLVE 2/6.7Z,0,413,460,796,34401,0.109466753,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,2674,7.77,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,363,1.055201884,100704,2404000,PARKAY QTRS,0,329,348,925,51,0.148251504,12373,8925399,PILLS CRESCENT ROLLS(10334),1,62,55,866,9,0.02616203,24392,8920505,KRAFT SHREDDED CHEESE 8 OZ.(6332),1,9,5,362,2,0.005813784
13,108444,465976000,UD 100% ORG JUICE 4408,0,713,753,494,6076,0.019334321,196605,452656000,UD LITE TIME 2% LOW FAT 308,0,94,153,998,385,6.34,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,34,0.55957867,12408,8920214,REDDI WIP CREAM 7 OZ.(8426),1,35,38,616,5,0.082290981,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,2,0.032916392,39614,8920766,BM HALF & HALF 32 OZ(361063),1,28,49,907,2,0.032916392
14,108444,465976000,UD 100% ORG JUICE 4408,0,713,753,494,6076,0.019334321,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,375,6.17,266363,888272205,U.D. 2% PLASTIC GALLON 305,0,98,71,653,42,0.69124424,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,12,0.197498354,23096,8922277,CHOBANI FLIPS YOGURT(241989),1,16,37,1191,2,0.032916392,662769,1202083128,FRIGO CHEESEHEADS ORIG 36 CT,0,432,240,10,1,0.016458196
15,108444,465976000,UD 100% ORG JUICE 4408,0,713,753,494,6076,0.019334321,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,329,5.41,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,40,0.658327847,266363,888272205,U.D. 2% PLASTIC GALLON 305,0,98,71,653,12,0.197498354,23096,8922277,CHOBANI FLIPS YOGURT(241989),1,16,37,1191,2,0.032916392,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,1,0.016458196
16,108444,465976000,UD 100% ORG JUICE 4408,0,713,753,494,6076,0.019334321,266363,888272205,U.D. 2% PLASTIC GALLON 305,0,98,71,653,309,5.09,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,42,0.69124424,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,12,0.197498354,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,2,0.032916392,19813,8929913,BLUE DIAMOND ALMOND BREEZE(203160),1,31,27,521,1,0.016458196
17,108632,1201226211,BM WHOLE MILK RICOTTA CHS,0,346,263,113,46315,0.147378061,13377,8926201,BM SHRED CHEESE 32 OZ(163494),1,27,9,65,9352,20.19,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,1045,2.256288459,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,207,0.446939436,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,43,0.092842492,7417,567161301,BM CREAM CHEESE BRICK,0,57,85,1117,8,0.017273022
18,108632,1201226211,BM WHOLE MILK RICOTTA CHS,0,346,263,113,46315,0.147378061,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,9055,19.55,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,1925,4.156320846,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,251,0.541941056,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,53,0.114433769,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,12,0.025909533
19,108632,1201226211,BM WHOLE MILK RICOTTA CHS,0,346,263,113,46315,0.147378061,12864,8921355,BM SHREDDED 16OZ CHEESE(130692),1,21,13,284,5551,11.99,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1109,2.394472633,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,171,0.369210839,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,23,0.049659937,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,5,0.010795639
20,108632,1201226211,BM WHOLE MILK RICOTTA CHS,0,346,263,113,46315,0.147378061,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,5416,11.69,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,1925,4.156320846,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,251,0.541941056,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,53,0.114433769,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,12,0.025909533
21,108984,15032121,BRUMMEL BROWN SPRD BOWL,0,390,363,502,39177,0.12466437,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,3697,9.44,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,415,1.059294995,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,59,0.150598565,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,8,0.020420144,12373,8925399,PILLS CRESCENT ROLLS(10334),1,62,55,866,2,0.005105036
22,108984,15032121,BRUMMEL BROWN SPRD BOWL,0,390,363,502,39177,0.12466437,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,2766,7.06,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,415,1.059294995,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,59,0.150598565,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,8,0.020420144,12382,8921172,YOPLAIT YOGURT(11050),1,2,16,1325,2,0.005105036
23,108984,15032121,BRUMMEL BROWN SPRD BOWL,0,390,363,502,39177,0.12466437,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,2237,5.71,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,350,0.893381321,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,59,0.150598565,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,8,0.020420144,12382,8921172,YOPLAIT YOGURT(11050),1,2,16,1325,2,0.005105036
24,108984,15032121,BRUMMEL BROWN SPRD BOWL,0,390,363,502,39177,0.12466437,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,2080,5.31,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,326,0.832120887,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,39,0.099548204,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,7,0.017867626,26084,8932922,DANNON LIGHT & FIT 4PK(293681),1,50,80,831,2,0.005105036
25,11021,1200127744,SWISS PREMIUM LEMONADE10%JUICE,0,427,458,747,31878,0.101438364,16838,8922731,SWISS PREMIUM TEA-GALLON(128268),1,60,60,787,4936,15.48,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,468,1.46809712,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,59,0.18508062,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,7,0.021958718,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,3,0.009410879
26,11021,1200127744,SWISS PREMIUM LEMONADE10%JUICE,0,427,458,747,31878,0.101438364,116710,1201239997,SWISS PREM RASPB LEMONAD 51219,0,554,578,748,2448,7.68,16838,8922731,SWISS PREMIUM TEA-GALLON(128268),1,60,60,787,314,0.985005333,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,32,0.100382709,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,7,0.021958718,123215,4828000,KR PHILA CRM CHS BRICK,0,32,29,613,2,0.006273919
27,11021,1200127744,SWISS PREMIUM LEMONADE10%JUICE,0,427,458,747,31878,0.101438364,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,2387,7.49,16838,8922731,SWISS PREMIUM TEA-GALLON(128268),1,60,60,787,468,1.46809712,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,59,0.18508062,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,7,0.021958718,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,3,0.009410879
28,11021,1200127744,SWISS PREMIUM LEMONADE10%JUICE,0,427,458,747,31878,0.101438364,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,2165,6.79,16838,8922731,SWISS PREMIUM TEA-GALLON(128268),1,60,60,787,339,1.063429324,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,45,0.141163185,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,7,0.021958718,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,3,0.009410879
29,111615,1201239974,KR IWS AMERICAN TWIN PACK,0,391,269,49,38685,0.123098786,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,4321,11.17,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,762,1.969755719,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,110,0.284347938,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,20,0.051699625,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,4,0.010339925
30,111615,1201239974,KR IWS AMERICAN TWIN PACK,0,391,269,49,38685,0.123098786,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,4115,10.64,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,762,1.969755719,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,110,0.284347938,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,20,0.051699625,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,4,0.010339925
31,111615,1201239974,KR IWS AMERICAN TWIN PACK,0,391,269,49,38685,0.123098786,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,2755,7.12,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,465,1.202016285,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,110,0.284347938,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,20,0.051699625,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,4,0.010339925
32,111615,1201239974,KR IWS AMERICAN TWIN PACK,0,391,269,49,38685,0.123098786,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,2530,6.54,153449,71322665,BM 2% R/F PLASTIC 12300,0,3,1,798,347,0.896988497,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,53,0.137004007,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,9,0.023264831,16759,8927004,DAISY SOUR CREAM(43876),1,33,62,930,3,0.007754944
33,111889,46644356,UD ULTRA SKIM GALLONS 40705,0,550,522,459,16817,0.053513049,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,906,5.39,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,96,0.570850925,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,15,0.089195457,17174,8929615,DAISY SOUR CREAM 24Z(137320),1,128,148,512,4,0.023785455,12373,8925399,PILLS CRESCENT ROLLS(10334),1,62,55,866,1,0.005946364
34,111889,46644356,UD ULTRA SKIM GALLONS 40705,0,550,522,459,16817,0.053513049,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,790,4.70,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,70,0.416245466,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,14,0.083249093,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,4,0.023785455,39614,8920766,BM HALF & HALF 32 OZ(361063),1,28,49,907,2,0.011892728
35,111889,46644356,UD ULTRA SKIM GALLONS 40705,0,550,522,459,16817,0.053513049,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,746,4.44,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,78,0.463816376,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,12,0.071356366,39614,8920766,BM HALF & HALF 32 OZ(361063),1,28,49,907,4,0.023785455,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,2,0.011892728
36,111889,46644356,UD ULTRA SKIM GALLONS 40705,0,550,522,459,16817,0.053513049,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,688,4.09,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,93,0.553011833,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,15,0.089195457,17174,8929615,DAISY SOUR CREAM 24Z(137320),1,128,148,512,4,0.023785455,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,1,0.005946364
37,111958,1201202993,BM CRUMBLED GOAT CHEESE,0,508,469,461,20828,0.066276374,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,3084,14.81,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,353,1.694833877,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,63,0.302477434,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,12,0.057614749,22586,8921066,BM CRACKER CUTS(236885),1,84,64,296,3,0.014403687
38,111958,1201202993,BM CRUMBLED GOAT CHEESE,0,508,469,461,20828,0.066276374,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,1529,7.34,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,353,1.694833877,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,63,0.302477434,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,12,0.057614749,12466,8923343,BM 8OZ CHUNK CHEESE(8320),1,13,20,1095,3,0.014403687
39,111958,1201202993,BM CRUMBLED GOAT CHEESE,0,508,469,461,20828,0.066276374,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,1353,6.50,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,348,1.670827732,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,63,0.302477434,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,12,0.057614749,22586,8921066,BM CRACKER CUTS(236885),1,84,64,296,3,0.014403687
40,111958,1201202993,BM CRUMBLED GOAT CHEESE,0,508,469,461,20828,0.066276374,381448,1200450385,BM FETA CRUMBLED CHEESE,0,300,317,671,1308,6.28,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,234,1.123487613,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,33,0.158440561,156049,1200450419,BM BLUE CRUMBLED CHEESE,0,388,403,629,8,0.038409833,32979,9001988,BM SINGLE SLICED CHEESE(15033),1,12,19,944,3,0.014403687
41,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,1607942,5.116600978,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,125554,7.81,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,17065,1.061294499,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,2558,0.15908534,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,252,0.015672207,7417,567161301,BM CREAM CHEESE BRICK,0,57,85,1117,36,0.002238887
42,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,1607942,5.116600978,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,125427,7.80,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,17065,1.061294499,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,2558,0.15908534,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,252,0.015672207,7417,567161301,BM CREAM CHEESE BRICK,0,57,85,1117,36,0.002238887
43,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,1607942,5.116600978,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,93952,5.84,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,14171,0.881312883,40321,9000351,BM LARBM EGGS DOZEN(369391),1,4,17,1213,2558,0.15908534,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,252,0.015672207,7417,567161301,BM CREAM CHEESE BRICK,0,57,85,1117,36,0.002238887
44,112049,619261169,BM 2% PLASTIC 12299,0,5,11,1150,1607942,5.116600978,40323,9000353,BM EGGS LARBM 18CT(369393),1,8,12,1071,77325,4.81,12664,8921878,BEST MARKETS FANCY SHRED CHEESE(10976),1,1,2,990,11033,0.68615659,15461,8921724,BM BUTTER 1/4'S(259465),1,6,4,627,1947,0.121086457,41665,9002082,BM SHRED CHEESE UPPER TIER 8OZ(375553),1,37,59,885,232,0.014428381,14683,8943491,COFFEE-MATE CREAMER 32OZ(409),1,7,3,286,28,0.001741356
45,112152,906610312,DEAN FL TGH SKIM CHOICE 14008,0,1435,1436,222,1,3.18E-06,31339,801450843,BM SKIM PLASTIC 12301,0,30,63,1091,1,100.00,21696,8926827,LOL HALF STICK BUTTER 8/2 OZ(222176),1,52,22,74,1,100,936420,1202557268,KRFT NTRL MZRL STRING CHEESE,0,589,455,43,1,100,24392,8920505,KRAFT SHREDDED CHEESE 8 OZ.(6332),1,9,5,362,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,112152,906610312,DEAN FL TGH SKIM CHOICE 14008,0,1435,1436,222,1,3.18E-06,936420,1202557268,KRFT NTRL MZRL STRING CHEESE,0,589,455,43,1,100.00,21696,8926827,LOL HALF STICK BUTTER 8/2 OZ(222176),1,52,22,74,1,100,31339,801450843,BM SKIM PLASTIC 12301,0,30,63,1091,1,100,24392,8920505,KRAFT SHREDDED CHEESE 8 OZ.(6332),1,9,5,362,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,112152,906610312,DEAN FL TGH SKIM CHOICE 14008,0,1435,1436,222,1,3.18E-06,24392,8920505,KRAFT SHREDDED CHEESE 8 OZ.(6332),1,9,5,362,1,100.00,31339,801450843,BM SKIM PLASTIC 12301,0,30,63,1091,1,100,21696,8926827,LOL HALF STICK BUTTER 8/2 OZ(222176),1,52,22,74,1,100,936420,1202557268,KRFT NTRL MZRL STRING CHEESE,0,589,455,43,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,112152,906610312,DEAN FL TGH SKIM CHOICE 14008,0,1435,1436,222,1,3.18E-06,21696,8926827,LOL HALF STICK BUTTER 8/2 OZ(222176),1,52,22,74,1,100.00,24392,8920505,KRAFT SHREDDED CHEESE 8 OZ.(6332),1,9,5,362,1,100,936420,1202557268,KRFT NTRL MZRL STRING CHEESE,0,589,455,43,1,100,31339,801450843,BM SKIM PLASTIC 12301,0,30,63,1091,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,113040,1200121864,ORGANIC VALLEY SOUR CREAM,0,1253,1172,159,134,0.000426399,39534,8933764,ORGANIC VALLEY SHRED CHS 6OZ(360149),1,399,305,194,37,27.61,23096,8922277,CHOBANI FLIPS YOGURT(241989),1,16,37,1191,18,13.43283582,18349,8921308,NATURE'S BASKET ORGANIC MILK(161253),1,73,47,515,11,8.208955224,23543,8927590,NB ALMOND MILK(246488),1,78,102,645,7,5.223880597,668931,1202090874,PETE&GERRYS ORG LG FREE RANGE,0,232,140,91,3,2.23880597
50,113040,1200121864,ORGANIC VALLEY SOUR CREAM,0,1253,1172,159,134,0.000426399,26409,8934794,SILK ALMOND 96 OZ(299443),1,327,272,261,28,20.90,20591,8927264,SILK COCONUT MILK(214296),1,296,265,352,19,14.17910448,179516,1200244906,ORG VALLEY HVY WHIPPING CREAM,0,1174,1088,167,7,5.223880597,161810,834705127,ORG VALLEY HALF & HALF,0,481,371,66,2,1.492537313,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,113040,1200121864,ORGANIC VALLEY SOUR CREAM,0,1253,1172,159,134,0.000426399,19911,8926440,NB BUTTER QUARTERS(217860),1,339,196,44,23,17.16,26529,8934877,SILK ALMOND DAIRY FREE YOGURT(300823),1,292,321,1105,8,5.970149254,37229,8944373,SILK ALMONDMILK YOGURT(340902),1,556,424,80,5,3.731343284,30104,8942273,SILK CREAMERS(320356),1,188,162,367,4,2.985074627,39534,8933764,ORGANIC VALLEY SHRED CHS 6OZ(360149),1,399,305,194,2,1.492537313
